Tue Oct 30 2018,7:00p,Atlanta Hawks,,Cleveland Cavaliers,,,,,
Tue Oct 30 2018,8:00p,Portland Trail Blazers,,Houston Rockets,,,,,
Tue Oct 30 2018,8:00p,Washington Wizards,,Memphis Grizzlies,,,,,
Tue Oct 30 2018,8:00p,Los Angeles Clippers,,Oklahoma City Thunder,,,,,
Tue Oct 30 2018,7:00p,Sacramento Kings,,Orlando Magic,,,,,
Tue Oct 30 2018,7:30p,Philadelphia 76ers,,Toronto Raptors,,,,,
Wed Oct 31 2018,7:30p,Detroit Pistons,,Brooklyn Nets,,,,,
Wed Oct 31 2018,8:00p,Denver Nuggets,,Chicago Bulls,,,,,
Wed Oct 31 2018,10:30p,New Orleans Pelicans,,Golden State Warriors,,,,,
Wed Oct 31 2018,10:30p,Dallas Mavericks,,Los Angeles Lakers,,,,,
Wed Oct 31 2018,8:00p,Utah Jazz,,Minnesota Timberwolves,,,,,
Wed Oct 31 2018,8:00p,Indiana Pacers,,New York Knicks,,,,,
Wed Oct 31 2018,10:30p,San Antonio Spurs,,Phoenix Suns,,,,,
